55.603154, 12.555359
55.628254, 12.578119
55.644202, 12.474006
55.698006, 12.531516
55.610905, 12.548426
55.603187, 12.573418
55.607978, 12.546598
55.604300, 12.568411
55.704175, 12.511891
55.605221, 12.539840
55.639975, 12.471227
55.609248, 12.544604
55.604566, 12.546246
55.603963, 12.541334
55.610221, 12.554544
55.603620, 12.538860
55.603276, 12.564602
55.610705, 12.543751
55.606085, 12.555453
55.602365, 12.550351
55.602796, 12.529630
55.616906, 12.471005
55.602315, 12.561475
55.603817, 12.573881
55.681325, 12.516801
55.649346, 12.539329
55.660996, 12.498679
55.601292, 12.561863
55.609665, 12.546745
55.602878, 12.557946
55.634389, 12.526662
55.602521, 12.576212
55.704037, 12.526863
55.660700, 12.552999
55.639690, 12.569190
55.602022, 12.552673
55.601390, 12.572290
55.602886, 12.533101
55.620603, 12.511078
55.652909, 12.483249
55.703432, 12.578346
55.608513, 12.545113
55.697426, 12.546382
55.613024, 12.550772
55.610145, 12.553664
55.601336, 12.574765
55.601685, 12.547366
55.612418, 12.551828
55.601414, 12.574507
55.610598, 12.554310
55.603049, 12.557956
55.604220, 12.551253
55.659962, 12.475479
55.687932, 12.559654
55.603180, 12.561566
55.697758, 12.557058
55.605191, 12.541978
55.601220, 12.538381
55.614868, 12.555404
55.601748, 12.563024
55.698868, 12.472263
55.678944, 12.472687
55.707325, 12.578433
55.601009, 12.565029
55.617497, 12.472431
55.601939, 12.550291
55.627429, 12.561605
55.601985, 12.548971
55.601171, 12.552449
55.604106, 12.554800
55.602796, 12.535956
55.605427, 12.543916
55.605099, 12.552137
55.627670, 12.576688
55.602009, 12.578963
55.603676, 12.542881
55.606738, 12.489890
55.679951, 12.577361
55.603901, 12.543982
55.603298, 12.564227
55.603901, 12.543982
55.615927, 12.483049
55.604272, 12.544850
55.611887, 12.550292
55.601942, 12.538987
55.613966, 12.554147
55.631542, 12.484044
55.605516, 12.542640
55.604410, 12.541688
55.601399, 12.565117
55.624561, 12.472629
55.601411, 12.564049
55.602022, 12.554981
55.607056, 12.551927
55.670944, 12.515665
55.663844, 12.570594
55.601014, 12.563309
55.681067, 12.534190
55.610989, 12.554347
55.614990, 12.555035
55.613503, 12.547699
55.610141, 12.552689
55.602611, 12.534424
55.612774, 12.546290
55.605922, 12.547582
55.603358, 12.567706
55.611763, 12.550785
55.618071, 12.471659
55.601676, 12.563565
55.627932, 12.571231
55.678754, 12.577618
55.672055, 12.511873
55.601077, 12.573319
55.601328, 12.538422
55.697291, 12.491147
55.602961, 12.546174
55.601418, 12.536744
55.641641, 12.578748
55.601766, 12.566454
55.603879, 12.563419
